-0.045396	0.078673588
-0.045196	0.079023276
-0.044996	0.07915291
-0.044796	0.079353917
-0.044596	0.078769879
-0.044396	0.079201017
-0.044196	0.079152694
-0.043996	0.079486159
-0.043796	0.079197036
-0.043596	0.078810759
-0.043396	0.079345046
-0.043196	0.079462009
-0.042996	0.079309206
-0.042796	0.079115764
-0.042596	0.078806564
-0.042396	0.078670125
-0.042196	0.079574964
-0.041996	0.07924493
-0.041796	0.079224427
-0.041596	0.07898718
-0.041396	0.07882652
-0.041196	0.078766026
-0.040996	0.079237344
-0.040796	0.079112174
-0.040596	0.079449781
-0.040396	0.078987575
-0.040196	0.079140176
-0.039996	0.079433922
-0.039796	0.078641849
-0.039596	0.079715257
-0.039396	0.079542874
-0.039196	0.079067446
-0.038996	0.079237536
-0.038796	0.078722091
-0.038596	0.078894813
-0.038396	0.079892624
-0.038196	0.079184559
-0.037996	0.078971816
-0.037796	0.079410404
-0.037596	0.079007741
-0.037396	0.078947074
-0.037196	0.079257072
-0.036996	0.079043536
-0.036796	0.079530212
-0.036596	0.079241233
-0.036396	0.078436951
-0.036196	0.078963202
-0.035996	0.079590956
-0.035796	0.079112588
-0.035596	0.079232851
-0.035396	0.079707689
-0.035196	0.079047864
-0.034996	0.079204414
-0.034796	0.078332224
-0.034596	0.079281398
-0.034396	0.079293197
-0.034196	0.078810291
-0.033996	0.07920435
-0.033796	0.078863019
-0.033596	0.079225275
-0.033396	0.079502517
-0.033196	0.078971434
-0.032996	0.079172359
-0.032796	0.079546217
-0.032596	0.079534031
-0.032396	0.079031809
-0.032196	0.07911635
-0.031996	0.078802363
-0.031796	0.078810697
-0.031596	0.079329879
-0.031396	0.07938175
-0.031196	0.079011329
-0.030996	0.078867155
-0.030796	0.079494553
-0.030596	0.078686389
-0.030396	0.079068031
-0.030196	0.079539117
-0.029996	0.079791939
-0.029796	0.079610636
-0.029596	0.078810319
-0.029396	0.079654727
-0.029196	0.079550771
-0.028996	0.079297007
-0.028796	0.079027481
-0.028596	0.079374426
-0.028396	0.078931199
-0.028196	0.079317182
-0.027996	0.078968004
-0.027796	0.079076657
-0.027596	0.079148169
-0.027396	0.078971524
-0.027196	0.079337744
-0.026996	0.079671269
-0.026796	0.079345452
-0.026596	0.079325124
-0.026396	0.079160593
-0.026196	0.079453544
-0.025996	0.079425712
-0.025796	0.079072249
-0.025596	0.079626755
-0.025396	0.079494444
-0.025196	0.078790886
-0.024996	0.079438061
-0.024796	0.078870356
-0.024596	0.07919625
-0.024396	0.079280811
-0.024196	0.079163812
-0.023996	0.079039621
-0.023796	0.078886675
-0.023596	0.079317479
-0.023396	0.079277227
-0.023196	0.079711181
-0.022996	0.079659534
-0.022796	0.079252737
-0.022596	0.078730011
-0.022396	0.079305726
-0.022196	0.078996245
-0.021996	0.078859236
-0.021796	0.078806166
-0.021596	0.079848471
-0.021396	0.079072433
-0.021196	0.07861338
-0.020996	0.079433026
-0.020796	0.079401412
-0.020596	0.078589686
-0.020396	0.078846638
-0.020196	0.078701752
-0.019996	0.079325826
-0.019796	0.079176603
-0.019596	0.078898978
-0.019396	0.079397497
